Hospital Name,Details Link,Address,City/Area,Description,Contact Info,Photos,Telephone,Email,Street Address
Message Center,https://healtheg.com/ar/Item/2114/مركز-رسالة,"Port Said St., Mit Ghamr, Dakahlia",Dakahlia-Matt Ghamr,N/a,N/A,https://healtheg.com//content/images/healtheg_300.png,0506955523 - 01113344327,,"Port Said St., Mit Ghamr, Dakahlia"
Caring center,https://healtheg.com/ar/Item/2358/مركز-رعاية,"Association St., Qalj, Qaliubiya",Qaliubiya-Call,N/a,N/A,https://healtheg.com//content/images/healtheg_300.png,01153503514,,"Association St., Qalj, Qaliubiya"
Dental Care Center,https://healtheg.com/ar/Item/30/مركز-رعاية-الاسنان,"48 Othman Bin Affan St., close to Tawheed and Al -Nur, Heliopolis, Cairo",Cairo-Heliopolis,N/a,N/A,https://healtheg.com//content/images/healtheg_300.png,0222417176 - 0226356636,,"48 Othman Bin Affan St., close to Tawheed and Al -Nur, Heliopolis, Cairo"
Specialized Care Center,https://healtheg.com/ar/Item/2363/مركز-رعاية-التخصصى,"186 Nile St., next to the national circus, Agouza, Giza",Giza-Agouza,N/a,N/A,https://healtheg.com//content/images/healtheg_300.png,0233028232 - 01020165553,,"186 Nile St., next to the national circus, Agouza, Giza"
Zamzam Center for Physiotherapy,https://healtheg.com/ar/Item/2081/مركز-زمزم-للعلاج-الطبيعى,"21 Ahmed Hamdy St., Faisal, Giza",Giza-Faisal,N/a,N/A,https://healtheg.com//content/images/healtheg_300.png,01280391600,,"21 Ahmed Hamdy St., Faisal, Giza"
Zahran Eye Center,https://healtheg.com/ar/Item/1740/مركز-زهران-للعيون,"45 Zahran Tower - Al -Tahrir St. Sorour Square, in front of the camels, Damietta, Damietta",Damietta-Damietta,N/a,N/A,https://healtheg.com//content/images/healtheg_300.png,0572244452 - 01229722846,,"45 Zahran Tower - Al -Tahrir St. Sorour Square, in front of the camels, Damietta, Damietta"
Zina Al -Hayat Center for IVF,https://healtheg.com/ar/Item/1194/مركز-زينة-الحياة-لاطفال-الانابيب,"30 El Galaa St., in front of Omar Effendi, Zagazig, Sharqia",Eastern-Zagazig,N/a,N/A,https://healtheg.com//content/images/healtheg_300.png,0552382335 - 0552382336 - 01120020528 - 01007432736,,"30 El Galaa St., in front of Omar Effendi, Zagazig, Sharqia"
Sarah and Yasmine Center,https://healtheg.com/ar/Item/3338/مركز-سارة-وياسمين,"9 Uthman St., Zagazig, Eastern",Eastern-Zagazig,N/a,N/A,https://healtheg.com//content/images/healtheg_300.png,0552358023,,"9 Uthman St., Zagazig, Eastern"
San Anthony Center for Physiotherapy,https://healtheg.com/ar/Item/2241/مركز-سان-انطونى-للعلاج-الطبيعى,"Al -Safa St., Khalaf Al -Safa Mosque, Al -Hawamdiya, Giza",Giza-Ghamdiya,N/a,N/A,https://healtheg.com//content/images/healtheg_300.png,01008009185 - 01202498384,,"Al -Safa St., Khalaf Al -Safa Mosque, Al -Hawamdiya, Giza"
Saint George Physiotherapy Center,https://healtheg.com/ar/Item/2343/مركز-سان-جورج-للعلاج-الطبيعى,"45 Al -Taraaqa St., Shubra Al -Khaimah, Qaliubiya",Qaliubiya-Shubra Al-Khaimah,N/a,N/A,https://healtheg.com//content/images/healtheg_300.png,01221956765 - 01200151547,,"45 Al -Taraaqa St., Shubra Al -Khaimah, Qaliubiya"
Saint Maria Center,https://healtheg.com/ar/Item/2330/مركز-سانت-ماريا,"2 Saad St. Imam, Al -Haram, Giza",Giza-the pyramid,N/a,N/A,https://healtheg.com//content/images/healtheg_300.png,01274410246,,"2 Saad St. Imam, Al -Haram, Giza"
Star Medical Center,https://healtheg.com/ar/Item/2280/مركز-ستار-الطبى,"11 Abdullah Al -Kitab St., Dokki, Giza",Giza-Al-Diqi,N/a,N/A,https://healtheg.com//content/images/healtheg_300.png,0237604165 - 0237604164,,"11 Abdullah Al -Kitab St., Dokki, Giza"
Sphinx Center for Early Diagnosis and Oncology,https://healtheg.com/ar/Item/3323/مركز-سفنكس-للتشخيص-المبكر-وعلاج-الاورام,"90 A Ahmed Orabi St., Mohandessin, Giza",Giza-Engineers,N/a,N/A,https://healtheg.com//content/images/healtheg_300.png,0233463336 - 0233043636 - 0233030255,,"90 A Ahmed Orabi St., Mohandessin, Giza"
Peace Center,https://healtheg.com/ar/Item/2220/مركز-سلام,"Tahrir Square, Bella, Kafr El -Sheikh",Kafr El-Sheikh-Bela,N/a,N/A,https://healtheg.com//content/images/healtheg_300.png,01007288986,,"Tahrir Square, Bella, Kafr El -Sheikh"
Suhaila Center for Physiotherapy,https://healtheg.com/ar/Item/2249/مركز-سهيلة-للعلاج-الطبيعى,"Port Said St., Sars Al -Lyan, Menoufia",Menoufia-Sardness of Lyan,N/a,N/A,https://healtheg.com//content/images/healtheg_300.png,01224425656,,"Port Said St., Sars Al -Lyan, Menoufia"
Syria Center,https://healtheg.com/ar/Item/2071/مركز-سوريا,"Sidi Jaber St., Sidi Jaber, Alexandria",Alexandria-Sir Jaber,N/a,N/A,https://healtheg.com//content/images/healtheg_300.png,035222127,,"Sidi Jaber St., Sidi Jaber, Alexandria"
Cyrine Live Center,https://healtheg.com/ar/Item/1895/مركز-سيرين-لايف,"5 Mashtal Al -Ward, branching from the Al -Majzar St., next to the Sons of Rajab Sons, Al -Haram, Giza",Giza-the pyramid,N/a,N/A,https://healtheg.com//content/images/healtheg_300.png,0233839175 - 01001891894 - 01007995588,,"5 Mashtal Al -Ward, branching from the Al -Majzar St., next to the Sons of Rajab Sons, Al -Haram, Giza"
Sinai Center for Lazek,https://healtheg.com/ar/Item/1908/مركز-سيناء-لليزك,10 Ras Kennedi St.,Sharm El-Sheikh-Gulf Nabq,N/a,N/A,https://healtheg.com//content/images/healtheg_300.png,0693666020 - 01220003533 - 01000436661,,10 Ras Kennedi St.
Shafi’i Center,https://healtheg.com/ar/Item/2061/مركز-شافعى,"Alexandria Matrouh Road, in front of Al -Ajami School, Al -Ajmi, Alexandria",Alexandria-Al-Ajami,N/a,N/A,https://healtheg.com//content/images/healtheg_300.png,01006492619,,"Alexandria Matrouh Road, in front of Al -Ajami School, Al -Ajmi, Alexandria"
Champramant Medical Center,https://healtheg.com/ar/Item/2147/مركز-شبرامنت-الطبى,"Al -Shuhada St. - Shabramant, Al -Haram, Giza",Giza-the pyramid,N/a,N/A,https://healtheg.com//content/images/healtheg_300.png,0233815671,,"Al -Shuhada St. - Shabramant, Al -Haram, Giza"
Sherbi Center for Children - Dr. Ahmed Faraj Sherbi,https://healtheg.com/ar/Item/1171/مركز-شرابى-للاطفال---د-احمد-فرج-شرابى,"Experts Tower - The first road of the 47 buildings branching from the road of Kafr El -Sheikh, downtown, Kafr El -Sheikh",Kafr El-Sheikh-the center of the country,N/a,N/A,https://healtheg.com//content/images/healtheg_300.png,0479101666 - 01020105626 - 0479104555 - 0473214120,,"Experts Tower - The first road of the 47 buildings branching from the road of Kafr El -Sheikh, downtown, Kafr El -Sheikh"
Sunrise Center for Intensive Physiotherapy,https://healtheg.com/ar/Item/1818/مركز-شروق-الشمس-للعلاج-الطبيعى-المكثف,"4 Sika Alia St. - Shabramant, close to the Caraspee Factory, Giza, Giza",Giza-Giza,N/a,N/A,https://healtheg.com//content/images/healtheg_300.png,01005145916 - 01025061349 - 01155667525 - 01221289542,,"4 Sika Alia St. - Shabramant, close to the Caraspee Factory, Giza, Giza"
Shorouk Center for Women and Obstetrics,https://healtheg.com/ar/Item/3280/مركز-شروق-للنساء-والتوليد,"Ahmed Orabi St. - Role 2, Zamzam Tower - next to the Kafr El Dawar City Council, Kafr El -Dawar, Al -Buhaira",Lake-disbelief dizziness,N/a,N/A,https://healtheg.com//content/images/healtheg_300.png,0452232288 - 0452232211 - 01223762087,,"Ahmed Orabi St. - Role 2, Zamzam Tower - next to the Kafr El Dawar City Council, Kafr El -Dawar, Al -Buhaira"
Siyam Eye Center,https://healtheg.com/ar/Item/2057/مركز-صيام-للعيون,"52 Arab League St., next to the Mustafa Mahmoud Mosque, Mohandessin, Giza",Giza-Engineers,N/a,N/A,https://healtheg.com//content/images/healtheg_300.png,19992 - 0237485223 - 0237615617,,"52 Arab League St., next to the Mustafa Mahmoud Mosque, Mohandessin, Giza"
Taya Specialist Center,https://healtheg.com/ar/Item/1917/مركز-طايع-التخصصى,"153 Al -Tayyar St. Fikry, Imbaba, Giza",Giza-Imbaba,N/a,N/A,https://healtheg.com//content/images/healtheg_300.png,0237128878 - 01001580842,,"153 Al -Tayyar St. Fikry, Imbaba, Giza"
Family Medicine Center - Minya Sandoub,https://healtheg.com/ar/Item/3169/مركز-طب-الاسرة---منية-سندوب,"Monia Sandoub, next to a mail office - Sindoub, Mansoura, Dakahlia",Dakahlia-Mansoura,N/a,N/A,https://healtheg.com//content/images/healtheg_300.png,0502341715,,"Monia Sandoub, next to a mail office - Sindoub, Mansoura, Dakahlia"
Depth Medicine Center - Dahab,https://healtheg.com/ar/Item/2080/مركز-طب-الاعماق---دهب,"Hotels St., next to the Abrarltel Dahbiya Hotel, Laguna, Dahab",South Sinai-Dahib,N/a,N/A,https://healtheg.com//content/images/healtheg_300.png,0693640536 - 01001433325,,"Hotels St., next to the Abrarltel Dahbiya Hotel, Laguna, Dahab"
Al -Ayoun Specialist Medicine Center,https://healtheg.com/ar/Item/1816/مركز-طب-العيون-التخصصى,"12 Khaled Bin Al -Walid St., behind Al -Mabra Hospital, Zagazig, Sharqia",Eastern-Zagazig,N/a,N/A,https://healtheg.com//content/images/healtheg_300.png,0552348999,,"12 Khaled Bin Al -Walid St., behind Al -Mabra Hospital, Zagazig, Sharqia"
Tanta International Heart Center,https://healtheg.com/ar/Item/2100/مركز-طنطا-الدولى-للقلب,"Nile Corniche St., next to Tanta Stadium, Tanta, Western",Western-Tanta,N/a,N/A,https://healtheg.com//content/images/healtheg_300.png,0403407752 - 0403407751 - 01065547329,,"Nile Corniche St., next to Tanta Stadium, Tanta, Western"
Good center,https://healtheg.com/ar/Item/1813/مركز-طيبة,"Al -Nasr St., the highest coffee coffee, Bakos, Alexandria",Alexandria-Bakos,N/a,N/A,https://healtheg.com//content/images/healtheg_300.png,01223345837,,"Al -Nasr St., the highest coffee coffee, Bakos, Alexandria"
Amer liver and digestive system,https://healtheg.com/ar/Item/3283/مركز-عامر-للكبد-والجهاز-الهضمى,"55 Doctors ’Tower - Al -Nad Al -Sports Club - Floor 8, next to the supermarkets of Ragab, Faisal, Giza",Giza-Faisal,N/a,N/A,https://healtheg.com//content/images/healtheg_300.png,0235715384 - 01223114650 - 0235689908,,"55 Doctors ’Tower - Al -Nad Al -Sports Club - Floor 8, next to the supermarkets of Ragab, Faisal, Giza"
Abbad Al -Rahman Center for Physiotherapy,https://healtheg.com/ar/Item/1769/مركز-عباد-الرحمن-للعلاج-الطبيعى,"462 Gamal Abdel Nasser St., Al -Mandara, Alexandria",Alexandria-Mandara Bahri,N/a,N/A,https://healtheg.com//content/images/healtheg_300.png,01063016196,,"462 Gamal Abdel Nasser St., Al -Mandara, Alexandria"
Abdul Zahir Center,https://healtheg.com/ar/Item/1960/مركز-عبد-الظاهر,"Hope Tower -Banha, Qaliubiya",Qaliubiya-Benha,N/a,N/A,https://healtheg.com//content/images/healtheg_300.png,0133213377 - 0133213388 - 0133244141,,"Hope Tower -Banha, Qaliubiya"
Assaf Fertility Center,https://healtheg.com/ar/Item/2036/مركز-عساف-للخصوبة,"19 Ministry of Agriculture St., above Cairo Bank, Dokki, Giza",Giza-Al-Diqi,N/a,N/A,https://healtheg.com//content/images/healtheg_300.png,0237613636 - 0237615353 - 0237617171,,"19 Ministry of Agriculture St., above Cairo Bank, Dokki, Giza"
The Center for the Age of Islam Medical,https://healtheg.com/ar/Item/1929/مركز-عصر-الاسلام-الطبى,"Smuggling St., next to the Al -Dafrawi Mosque, downtown, Marsa Matrouh",Matrouh-Central Country,N/a,N/A,https://healtheg.com//content/images/healtheg_300.png,0464947009 - 0464948009,,"Smuggling St., next to the Al -Dafrawi Mosque, downtown, Marsa Matrouh"
D backdel and neck pain center,https://healtheg.com/ar/Item/1121/مركز-علاج-الام-الظهر-والرقبة,"49 Al -Nuzha St., Heliopolis, Cairo",Cairo-Heliopolis,N/a,N/A,https://healtheg.com//content/images/healtheg_300.png,0222903586,,"49 Al -Nuzha St., Heliopolis, Cairo"
Ali bin Abi Talib Specialist Medical Center,https://healtheg.com/ar/Item/1889/مركز-على-بن-ابى-طالب-الطبى-التخصصى,"15 Ali Bin Abi Talib St., close to the Bank of Alexandria, Al -Haram, Giza",Giza-the pyramid,N/a,N/A,https://healtheg.com//content/images/healtheg_300.png,0237413270 - 0233857059,,"15 Ali Bin Abi Talib St., close to the Bank of Alexandria, Al -Haram, Giza"
Omar Ibn Al -Khattab Specialist Medical Center,https://healtheg.com/ar/Item/1736/مركز-عمر-ابن-الخطاب-الطبى-التخصصى,"Al -Zuhkhariya St. - Abu Hilal, next to the Omar Bin Al -Khattab Mosque, Downtown, Minya",Minya-Central Country,N/a,N/A,https://healtheg.com//content/images/healtheg_300.png,0862364827 - 0862378088,,"Al -Zuhkhariya St. - Abu Hilal, next to the Omar Bin Al -Khattab Mosque, Downtown, Minya"
Ophthalmology,https://healtheg.com/ar/Item/2056/مركز-عيون,"45 Victor Emmanuel St., in front of Zahran City Mall, Smouha, Alexandria",Alexandria-Smouha,N/a,N/A,https://healtheg.com//content/images/healtheg_300.png,034262954 - 01003430347,,"45 Victor Emmanuel St., in front of Zahran City Mall, Smouha, Alexandria"
Egypt Eyes Specialist Center,https://healtheg.com/ar/Item/1025/مركز-عيون-مصر-التخصصى,"27 Al -Nuzha St. - Rabaa Investment Project, next to the Air Defense House, Nasr City, Cairo",Cairo-Nasr Country,N/a,N/A,https://healtheg.com//content/images/healtheg_300.png,0224181519 - 0224143347 - 0224198500,,"27 Al -Nuzha St. - Rabaa Investment Project, next to the Air Defense House, Nasr City, Cairo"
Ghobara Medical Center for Gynecology and Obstetrics,https://healtheg.com/ar/Item/3277/مركز-غبارة-الطبى-لجراحات-النساء-والتوليد,"Sheikh Metwally Al -Shaarawi St., Kafr El -Zayat, Western",Western-disbelief Al-Zayat,N/a,N/A,https://healtheg.com//content/images/healtheg_300.png,0402553373,,"Sheikh Metwally Al -Shaarawi St., Kafr El -Zayat, Western"
Ghazala Medical Center,https://healtheg.com/ar/Item/2364/مركز-غزالة-الطبى,"The circular road, Giza, Giza",Giza-Giza,N/a,N/A,https://healtheg.com//content/images/healtheg_300.png,01141981165,,"The circular road, Giza, Giza"
Fatima Al -Zahraa Center,https://healtheg.com/ar/Item/2268/مركز-فاطمة-الزهراء,"Strine St., Mohandessin, Giza",Giza-Engineers,N/a,N/A,https://healtheg.com//content/images/healtheg_300.png,01061981239,,"Strine St., Mohandessin, Giza"
Fall Physiotherapy Center,https://healtheg.com/ar/Item/1879/مركز-فال-للعلاج-الطبيعى,"135 c 3 - Khufu Gate, Pyramid, Giza",Giza-the pyramid,N/a,N/A,https://healtheg.com//content/images/healtheg_300.png,0233907760 - 0233907759 - 01118864426,,"135 c 3 - Khufu Gate, Pyramid, Giza"
Fayta Physiotherapy Center,https://healtheg.com/ar/Item/2367/مركز-فايتا-للعلاج-الطبيعى,"29 Abu Bakr Al -Siddiq St., behind Al -Raya Market, Shebin El -Koum, Menoufia",Menoufia-Shabin Al-Kom,N/a,N/A,https://healtheg.com//content/images/healtheg_300.png,0482195767 - 01026229290 - 01095258832,,"29 Abu Bakr Al -Siddiq St., behind Al -Raya Market, Shebin El -Koum, Menoufia"
Fajr Islam Medical Center,https://healtheg.com/ar/Item/1824/مركز-فجر-الاسلام-الطبى,"7 Omar Bin Al -Khattab St., Al -Haram, Giza",Giza-the pyramid,N/a,N/A,https://healtheg.com//content/images/healtheg_300.png,01119497572,,"7 Omar Bin Al -Khattab St., Al -Haram, Giza"
Cannes Center for Physiotherapy,https://healtheg.com/ar/Item/1845/مركز-كان-للعلاج-الطبيعى,"18 Schools St., behind the St. Gerges Church, East District, Sohag",Sohag-East neighborhood,N/a,N/A,https://healtheg.com//content/images/healtheg_300.png,01008406134,,"18 Schools St., behind the St. Gerges Church, East District, Sohag"
Crystal Asfour Medical Center,https://healtheg.com/ar/Item/42070/مركز-كريستال-عصفور-الطبى,"The end of the Ahmed Orabi Bridge - next to the Crystal Mosque, the sparrow of the Al -Tawakiya canal, Bejam, the first section of Shubra al -Khaimah, Qaliubiya",Cairo-Shubra Al-Khaimah,N/a,N/A,https://healtheg.com//content/images/healtheg_300.png,01144441323 – 01006005720 (002),,"The end of the Ahmed Orabi Bridge - next to the Crystal Mosque, the sparrow of the Al -Tawakiya canal, Bejam, the first section of Shubra al -Khaimah, Qaliubiya"
Cleopatra Center,https://healtheg.com/ar/Item/2070/مركز-كليوباترا,"32 Sidi Jaber St., in front of the Shami supermarket, Sidi Jaber, Alexandria",Alexandria-Sir Jaber,N/a,N/A,https://healtheg.com//content/images/healtheg_300.png,035437245 - 01223317176,,"32 Sidi Jaber St., in front of the Shami supermarket, Sidi Jaber, Alexandria"
Cleopatra Medical Center,https://healtheg.com/ar/Item/1767/مركز-كليوباترا-الطبى,"Al -Safwa Tower - Shebin El -Koum St., next to the Teachers Club, Sheikh Zayed, Ismailia",Ismailia-Sheikh Zayed,N/a,N/A,https://healtheg.com//content/images/healtheg_300.png,0643227200 - 0643229700 - 0643207200 - 01223118369,,"Al -Safwa Tower - Shebin El -Koum St., next to the Teachers Club, Sheikh Zayed, Ismailia"
Al -Shifa Treasures Center,https://healtheg.com/ar/Item/2255/مركز-كنوز-الشفاء,"Al -Jisr St. - Manshiya Al -Bakry, Faisal, Giza",Giza-Faisal,N/a,N/A,https://healtheg.com//content/images/healtheg_300.png,0237422342,,"Al -Jisr St. - Manshiya Al -Bakry, Faisal, Giza"
Kids Center for Intensive Physiotherapy and Rehabilitation of Children - Dr. Ahmed Ghazi,https://healtheg.com/ar/Item/3296/مركز-كيدز-للعلاج-الطبيعى-المكثف-وتأهيل-الاطفال-–-د-أحمد-غازى,"4, Mahmoud Sami Al -Baroudi, in front of the Giza Governorate building, Al -Haram, Giza",Giza-the pyramid,N/a,N/A,https://healtheg.com//content/images/healtheg_300.png,01153117003,,"4, Mahmoud Sami Al -Baroudi, in front of the Giza Governorate building, Al -Haram, Giza"
Care Mina Center,https://healtheg.com/ar/Item/3193/مركز-كير-مينا,"31 Jamila Bouhrid St., swords, Alexandria, Alexandria",Alexandria-Siof,N/a,N/A,https://healtheg.com//content/images/healtheg_300.png,01222743955,,"31 Jamila Bouhrid St., swords, Alexandria, Alexandria"
Cure Center,https://healtheg.com/ar/Item/2288/مركز-كيور,"3 Mahran St., Al -Haram, Giza",Giza-the pyramid,N/a,N/A,https://healtheg.com//content/images/healtheg_300.png,01157551490,,"3 Mahran St., Al -Haram, Giza"
Mubarak Center,https://healtheg.com/ar/Item/2327/مركز-مبارك,"86 Church Bridge St., Munib, Giza",Giza-Munib,N/a,N/A,https://healtheg.com//content/images/healtheg_300.png,01222205863,,"86 Church Bridge St., Munib, Giza"
Swords Mabrat Center,https://healtheg.com/ar/Item/2038/مركز-مبرة-السيوف,"126 Ahmed Abu Suleiman St., Al -Awayed, Alexandria",Alexandria-Al-Adayed,N/a,N/A,https://healtheg.com//content/images/healtheg_300.png,01224121478,,"126 Ahmed Abu Suleiman St., Al -Awayed, Alexandria"
Mahmoud Medical Center,https://healtheg.com/ar/Item/1719/مركز-محمود-الطبى,71 Endowment Building - The League,Giza-Engineers,N/a,N/A,https://healtheg.com//content/images/healtheg_300.png,0237600269 - 0237600268,,71 Endowment Building - The League
